bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
4019320009,4047515,52-09 99th Street,11368,Multifamily Housing,0,1983,131283,1,8,108.2,,,4.05,Multifamily Home,,0,2139041.11,233,6978973.19,,,155,,,,
3010620011,3024549,25 Plaza Street,11217,Multifamily Housing,0,1941,80190,1,6,104.9,,,3.97,Multifamily Home,,0,1030284.76,102,4231312.9,,,68,,,,
4044147504,4535108,31-32 Union St,11354,Multifamily Housing,0,2007,59041,1,5,76.2,,,2.67,Multifamily Home,,0,683614.67,40,1531300,,,55,,,,
4053070024,4823314,189-14 Crocheron Ave,11358,Multifamily Housing,0,1956,96881,1,6,124.1,,,7.46,Multifamily Home,,0,1257751.91,123,630350,,,109,,,,1558577.49
4059580030,4132709,23-50 Waters Edge Drive,11360,Multifamily Housing,0,1969,146525,2,6,106.1,,,4.09,Multifamily Home,,0,2102445.34,168,6286312.9,,,121,,,,
3012670016,3032889,426 Eastern Parkway,11225,Multifamily Housing,0,1926,64470,1,6,122,,,4.72,Multifamily Home,,0,0,,,,,,,,138690.5,
2024840015,2002989,70 East 162nd St.,10452,Multifamily Housing,0,1953,95964,1,7,122.3,,,6.72,Multifamily Home,,0,1496513.44,83,551719.35,,,70,,,5509771.36,
3052110026,3120344,2401 Newkirk Ave,11226,Multifamily Housing,0,1931,50258,1,6,148.1,,,5.44,,,,,,,,,,,,,
1009050001,1082138,321 3rd Ave,10010,Hotel,54,1925,50857,2,11,236.8,,,7.49,Hotel,,0,3666091.64,,5476600,,,,,,,
1010250044,1024839,230 W 54 ST,10019,Hotel,66,1930,88210,1,13,217.1,,,7.86,Hotel,,0,3231484.73,,1411300,,,,,,,
4013360001,4031441,61-15 43rd Ave.,11377,Multifamily Housing,0,1962,85568,1,6,53.3,,,1.71,Multifamily Home,,0,1262278.87,112,4731670,,,88,,,,
4031050028,4072941,6161 Woodhaven Blvd.,11374,Multifamily Housing,0,1960,73770,1,6,137.5,,,7.03,Multifamily Home,,0,1360149.44,118,,,,101,,7612860.24,,
4018720025,4046342,56-10 94th St.,11373,Multifamily Housing,0,1964,107390,1,6,174,,,9.58,,,,,,,,,,,,,
4051860029,4117154,140-60 Beech Ave.,11355,Multifamily Housing,0,1959,96774,2,6,150.5,,,9.04,Multifamily Home,,0,1520448.04,138,1116300,,,124,,,,8642830.09
1022500080,1065086,254 Seaman Ave.,10034,Multifamily Housing,0,1925,54300,1,6,123.6,,,7.04,Multifamily Home,,0,866149.85,72,273600,,,61,,,,6438188.41
4053740023,4121264,144-44 Sanford Ave.,11355,Multifamily Housing,0,1928,54491,1,6,111.1,,,6.54,Multifamily Home,,0,611761.36,66,292100,,,54,,,4306062.64,
1016760011,1052712,325 East 104th St.,10029,Residence Hall/Dormitory,40,1910,101375,1,5,165.4,,,6.22,Residence Halls/Dormitories,,0,2250160.95,,8351061.29,,,,,,,
3054530018,3129134,1528 49th St.,11219,Multifamily Housing,0,1939,70700,1,6,116.4,,,6.72,Multifamily Home,,0,1008220.69,71,3870262.4,,,64,,,,5367601.95
3018750014,3334438,55 WASHINGTON AVENUE,11205,Warehouse (Unrefrigerated),93,1930,104000,4,6,53.9,,,1.71,Warehouse (Unrefrigerated),"{'Warehouse (Refrigerated)': 34000.0, 'Warehouse (Unrefrigerated)': 58000.0}",0,1813854.42,,742909.68,,,,,,,
2027350011,2005883,926 Southern Blvd,10474,Multifamily Housing,0,1911,50674,1,6,157.8,,,8.89,Multifamily Home,,0,821556.8,118,396591.79,,,33,,4546298.36,,
4092490040,4193248,84-70 129th St.,11415,Multifamily Housing,0,1969,107250,1,6,127,,,5.31,Multifamily Home,,0,1839186.35,163,8853004.62,,,131,,,,
4021440020,4051293,105-55 62nd Drive,11375,Multifamily Housing,0,1956,54996,1,6,126.4,,,5.51,Multifamily Home,,0,936377.11,78,639625.81,,,62,,,138690.5,3667566.94
2027070022,2005518,737 Fox Street,10455,Multifamily Housing,0,1923,52200,1,7,90.8,,,4.22,Multifamily Home,,0,676688.7,95,440936.66,,,54,,,2633455.21,
2027070026,2005519,725 Fox Street,10455,Multifamily Housing,0,1923,52200,1,7,108.6,,,5.45,Multifamily Home,,0,856868.08,95,380078.59,,,54,,,3450203.57,
3073970001,3201740,1075 Sheepshead Bay Rd.,11229,Multifamily Housing,0,1963,89615,1,6,170.3,,,6.42,Multifamily Home,,0,2577834.24,130,17457800,,,116,,,,
2031680016,2013829,2608 Creston Ave,10468,Multifamily Housing,0,1922,58896,1,6,83.1,,,3.14,,,,,,,,,,,,,
2024240053,2097112,3339 Park Avenue,10456,Residence Hall/Dormitory,55,1920,65700,2,3,146.2,,,4.61,Residence Halls/Dormitories,,0,497713.98,,1089322.96,,,,,,,
2048330051,2063240,4138 Carpenter Ave,10466,Multifamily Housing,0,1929,53274,1,5,54.5,,,1.63,,,,,,,,,,,,,
3000560003,3000157,99 Gold Street,11201,Multifamily Housing,0,1919,109875,1,7,99.7,,,3.14,Multifamily Home,,0,2329300.31,146,3733500,,,88,,,,
4156240001,4299197,252 Beach 14th St.,11691,Multifamily Housing,0,1980,163737,1,8,85.5,,,4.07,Multifamily Home,,0,563360.53,177,11257751.61,,,196,,,,
4156250001,4299201,250 Beach 15th St.,11691,Multifamily Housing,0,1981,100865,1,6,111.9,,,5.99,Multifamily Home,,0,492503.77,44,9592363.64,,,138,,,,
3048370089,3107786,297 Lenox Road,11226,Multifamily Housing,0,1941,69090,1,6,137,,,5.57,Multifamily Home,,0,834570.04,58,5670138.24,,,66,,,,
4032370040,4077479,106-06 Queens Blvd,11375,House of Worship,13,1953,56420,1,4,187.5,,,8.04,House of Worship,,0,1858389.67,,1826650.15,,,,,,3866469.24,
3050260178,3114632,620 FLATBUSH AVENUE,11225,Multifamily Housing,0,1927,54000,1,6,125.4,,,5.11,Multifamily Home,,0,608588.59,90,4385094.4,,,68,,,,
4092090055,4192309,115-25 84th St,11418,Multifamily Housing,0,1928,55600,1,6,147.9,,,5.68,Multifamily Home,,0,839067.92,110,147414.27,,,55,,4969742.92,,
4033210069,4079267,8315 116 St.,11418,Multifamily Housing,0,1931,64716,1,6,108.3,,,4.15,Multifamily Home,,0,825659.64,71,4408400,,,59,,,,
2046530041,2057548,3830 Bronx Blvd,10467,Multifamily Housing,0,1929,53844,1,6,64.1,,,2.0,,,,,,,,,,,,,
2023740090,2001360,2939 3rd Avenue,10455,Office,84,1929,56150,1,5,108.4,,,3.55,,,,,,,,,,,,,
4014500032,4035695,3458 90 St.,11372,Multifamily Housing,0,1928,53394,1,6,147.3,,,5.36,Multifamily Home,,0,845361.96,71,4191300,,,55,,,,149690.5
2027610083,2006367,916-18 Faile Street,10474,Multifamily Housing,0,1926,62840,1,5,99.3,,,6.05,Multifamily Home,,0,1361449.42,75,,,,61,,4442811.48,,0
4032760024,4078367,1 Ascan Ave.,11375,Multifamily Housing,0,1918,66600,3,5,120.9,,,4.62,Multifamily Home,,0,825237.04,98,4979352.88,,,48,,,,
3018750038,3329753,24 Hall Street,11205,Warehouse (Unrefrigerated),1,1918,94500,2,4,200.5,,,8.66,Warehouse (Unrefrigerated),,0,1953724.41,,11343000,,,,,,,
3073980002,3201778,2299 East 13 St.,11229,Multifamily Housing,0,1949,59145,1,6,124.7,,,4.81,Multifamily Home,,0,980554.21,108,234019.35,,,66,,,,4475745.95
2027620181,2006477,1325 Lafayette Avenue,10474,Multifamily Housing,0,1931,67800,1,6,191.4,,,7.46,Multifamily Home,,0,1549000.23,104,7021103.23,,,73,,,,
2025050030,2003063,1065 Jerome Ave,10452,Multifamily Housing,0,1929,59952,1,6,56.6,,,1.72,,,,,,,,,,,,,
4014970023,4037029,4150 78 St.,11373,Multifamily Housing,0,1951,148956,1,6,110.1,,,4.8,Multifamily Home,,0,2642002.88,185,0,,,162,,,,14572968.94
4017590023,4043851,37-50 97th St,11368,Multifamily Housing,0,1937,70660,2,6,105,,,5.19,Multifamily Home,,0,1301236.09,75,236.36,,,66,,,,4927811.26
4005767501,4006920,30-06 28th St,11105,Multifamily Housing,0,1937,152204,1,6,67,,,3.23,Multifamily Home,,0,1239625.66,90,304338.42,,,88,,7142976.82,0,
4014500039,4035696,34-59 89th St,11372,Multifamily Housing,0,1928,53394,1,6,134.1,,,5.11,Multifamily Home,,0,709298.88,110,3916086.67,,,55,,,,606246.53
3073960053,3201730,2355 EAST 12th STREET,11229,Multifamily Housing,0,1963,114300,1,6,141.9,,,5.53,Multifamily Home,,0,1690260.44,168,9021703.42,,,121,,,,
3072600045,3196300,2850 OCEAN PARKWAY,11235,Multifamily Housing,0,1955,107900,1,6,122.1,,,4.93,Multifamily Home,,0,1338943.86,110,7169763.71,,,110,,,,
2036270050,"2092724 

",880 Boynton Avenue,10473,Multifamily Housing,0,1962,256751,1,19,139.9,,,6.51,Multifamily Home,,0,5917772.8,456,1445300,,,225,,,,17212386.68
4097110056,4207706,"141-48, 50, 52, 85th Road",11435,Multifamily Housing,0,1951,103730,1,6,119.4,,,4.55,Multifamily Home,,0,1279121.27,150,4899338.71,,,132,,1401051.43,,
3067640020,3181959,1560 EAST 18th STREET,11230,Multifamily Housing,0,1937,53550,2,6,118.3,,,4.76,Multifamily Home,,0,542896.97,59,3780293.55,,,64,,,,
4102190001,4217650,170-02 93rd Ave.,11433,Residence Hall/Dormitory,78,2006,54615,2,6,106.2,,,3.79,Residence Halls/Dormitories,,0,533626.56,,2615100,,,,,,,
2027350005,2005882,916 Southern Blvd.,10459,Multifamily Housing,0,1911,50030,1,6,148.1,,,8.62,Multifamily Home,,0,653926.51,118,323349.56,,,33,,5535344.65,,
2025880001,2003998,190 Willow Ave.,10454,Residence Hall/Dormitory,17,1931,54684,1,6,279.6,,,9.35,Residence Halls/Dormitories,,0,2888618.54,,4439176.64,,,,,,,
3036790001,3083424,73 Junius St.,11212,Residence Hall/Dormitory,33,1928,141500,1,6,220.5,,,7.73,Residence Halls/Dormitories,,0,5273474.6,,12492285.39,,,,,,,
3052110017,3120343,2415 Newkirk Ave,11226,Multifamily Housing,0,1934,50000,1,4,111.1,,,4.41,,,,,,,,,,,,,
2036270030,2092725,825 Morrison Ave. ,10473,Multifamily Housing,0,1962,256751,1,19,136.1,,,6.81,,,,,,,,,,,,,
2036270020,2092726,875 Morrison Ave.,10473,Multifamily Housing,0,1962,256751,1,19,149.3,,,6.87,Multifamily Home,,0,6058347.2,456,1707350,,,225,,,,17212386.68
4097640091,4813452,160-11 89th Avenue,11432,Residence Hall/Dormitory,39,1927,58625,1,7,175.3,,,6.52,,,,,,,,,,,,,
3062530096,3161688,7701 BAY PARKWAY,11214,Multifamily Housing,0,1941,53898,1,6,114.7,,,4.83,Multifamily Home,,0,682491.73,60,4486394.4,,,47,,,,
3063820006,3167123,2225 BENSON AVENUE,11214,Multifamily Housing,0,1960,52542,1,6,153.5,,,6.26,Multifamily Home,,0,792611.01,70,5287734.15,,,69,,,,
3054210001,3127827,679 OCEAN PARKWAY,11230,Multifamily Housing,0,1931,56500,1,6,136.2,,,5.54,Multifamily Home,,0,644759.2,60,5064873.26,,,59,,,,
2027620097,2006460,1314 Seneca Avenue,10474,Multifamily Housing,0,1928,64200,,,104.5,,,4.88,Multifamily Home,,0,753820.72,102,2524217.25,,,61,,4103990.59,0,
3063830006,3167158,2255 BENSON AVENUE,11214,Multifamily Housing,0,1960,54210,1,6,148.2,,,5.88,Multifamily Home,,0,789788.32,70,4476921.54,,,69,,,,
3054210006,3127828,665 OCEAN PARKWAY,11230,Multifamily Housing,0,1931,55500,1,6,115.3,,,4.57,Multifamily Home,,0,599557.84,68,4559393.58,,,53,,,,
5029220265,5116727,140 Parkhill Ave.,10304,Multifamily Housing,0,1966,136266,3,6,84.7,,,2.99,Multifamily Home,,0,2074048.81,193,6591800,,,133,,,,
5028940001,5043579,231 Steuben St.,10304,Multifamily Housing,0,1972,98700,1,6,154.4,,,5.56,Multifamily Home,,0,2590533.48,183,7502138.71,,,98,,,,
5028930001,5043578,195 Steuben St.,10304,Multifamily Housing,0,1972,98700,1,6,166.8,,,6.13,Multifamily Home,,0,2850126.15,183,9469296.45,,,98,,,,
2036270040,2092723,820 Boynton Ave.,10473,Multifamily Housing,0,1962,256751,1,19,141.5,,,6.84,Multifamily Home,,0,7569180.8,456,1445300,,,225,,,,17212386.68
4033210063,4079266,8319 116 St.,11418,Multifamily Housing,0,1931,64716,1,6,112.7,,,4.27,Multifamily Home,,0,913501.58,71,4156148.44,,,59,,,,
1013940001,,505 Park Avenue,10022,Office,96,1947,226421,1,21,135.3,,,3.9,Office,"{'Retail': 14722.0, 'Office': 211699.0}",0,16598037.21,,,,2.83,,,,,
1012790001,,535 5th Avenue,10017,Office,74,1926,292600,1,36,267.3,,38.49,8.66,Office,,0,19815402.75,,,12086760.92,5.52,,,,,
4066070001,"4440300;4440302;4440303;4440304;4440305;4440306;4440307;4440308;4440309;4440310;4440311;4440992;4440288;4440289;4440290;4440291;4440292;4440293;4440294;4440295;4440296;4440297;4440298;4440299;4440301;4440312",138-50 78th Avenue,11367,Multifamily Housing,0,1940,107884,26,2,98.9,,,5.46,Multifamily Home,,0,296453.82,,4652628.84,,,,,,10226089.01,
4066090007,"4451244;4451246;4451249;4451250;4451251;4451252;4451253;441254;4451255;4451245;4451247;4451248",138-50 78th Avenue,11367,Multifamily Housing,0,1940,54136,12,2,179.3,,,7.75,Multifamily Home,,0,187115.51,,7493912.9,,,64,,,,
4065870006,"4447676;4447677;4447678;4451198;4451199;4451200;4451201;4451202;4451203;4451204;4451205;4451206;4451207;4451208;4451209;4451210;4451211;4451212;4451213;4451214;4451215;4451216;4451217;4447666;4447668;4447669;4447670;4447671;4447672;4447673;4447674;4447675;4852746",138-50 78th Avenue,11367,Multifamily Housing,0,1940,130440,32,2,161,,,7.01,Multifamily Home,,0,,,,,,174,,,,
4114210013,"4434837;4434830;4434831;4434832;4434833;4434834;4434835;4434836;4434840;4434838",153rd ave,11414,Multifamily Housing,0,1959,120700,12,2,113.3,,,5.06,Multifamily Home,,0,3238336.02,,11705736.34,,,131,,,,
4012750045,4029568,3535 75 ST,11372,Multifamily Housing,0,1944,104500,1,6,111.7,,,4.76,Multifamily Home,,0,314266.06,,10133706.45,,,114,,,,
4058630200,"4450091;4450092",209-15 18th Ave,11360,Multifamily Housing,0,1960,99000,2,6,205.8,,,7.72,Multifamily Home,,0,3045414.72,,11188193.55,,,120,,,,
2043190045,2049409,2157 Holland Ave,10462,Multifamily Housing,0,1930,73842,1,6,127,,,7.36,Multifamily Home,"{'Multifamily Home': 85205.0, 'Office': 944.0}",0,1194382.2,115,455940,,7.42,73,,,,5909695.62
2045500027,2054898,808 Adee Avenue,10467,Multifamily Housing,0,1927,82320,1,6,152.7,,,9.3,Multifamily Home,,0,734422.76,134,457300,,,78,,,,5947415.96
2042860004,2048780,673 Brady Ave,10462,Multifamily Housing,0,1928,150500,2,6,96.5,,,5.57,Multifamily Home,,0,724969.14,153,496650,,,110,,,,8869948
2057730290,2084002,275 W 238th Street,10463,Multifamily Housing,0,1937,71091,1,6,162.1,,,8.87,Multifamily Home,,0,1526850.55,71,430970,,,71,,,,6109087.85
2039800007,2041846,2508 Tratman Avenue,10461,Multifamily Housing,0,1927,75366,1,5,126.8,,,7.79,Multifamily Home,"{'Multifamily Home': 70525.0, 'Retail': 1320.0, 'Other': 2433.0, 'Office': 1088.0}",0,890845.9,83,422700,,1.84,72,,,,5729673.33
2039820007,2041858,2500-2508 Frisby Avenue,10461,Multifamily Housing,0,1929,85400,1,6,117.6,,,7.19,Multifamily Home,"{'Multifamily Home': 81373.0, 'Other': 3737.0, 'Office': 290.0}",0,1056737.34,97,254100,,6.9,69,,,,6122413.88
2039820016,2041859,2510-2520 Frisby Avenue,10461,Multifamily Housing,0,1929,84875,1,6,104.4,,,6.76,Multifamily Home,,0,734422.76,94,457300,,,71,,,,5947415.96
4067970054, 4467448,159-10 71ST AVE,11365,Multifamily Housing,0,2002,209525,1,8,178.8,,,5.88,Multifamily Home,,0,5534284.47,206,9499100,,,137,,,,
4067977503,4147000,158-13 72nd Ave,11365,Multifamily Housing,0,1990,83763,1,7,231,,,8.48,Multifamily Home,,0,3318337.19,,7288200,,,,,,,
3018689028,3339152,260 Herkimer St.,11216,Multifamily Housing,0,1975,175628,1,6,67.9,,,2.74,Multifamily Home,"{'Multifamily Home': 175628.0, 'Parking': 10000.0}",0,4870156.72,138,10731437.5,,,138,,,,
1019440036,1077380,2177 Frederick Douglass Blvd,10026,Multifamily Housing,0,1980,62605,1,7,98.7,,,4.14,Multifamily Home,,0,440720.83,79,3414117.14,,,79,,,,
4101700023,4529896,107-37 166 St.,10433,Multifamily Housing,0,2001,93714,1,7,144.4,,,,Multifamily Home,,0,2219921.53,54,5154463.48,,,54,,,,
1020310054,1060493,250 West 146 St.,10039,Multifamily Housing,0,1910,93254,1,6,180.8,,,6.96,Multifamily Home,,0,2087017.5,96,7870344.26,,,96,,,,
4102000071,4217106,110-42 Merrick Blvd.,11433,Multifamily Housing,0,2007,96488,,,144,,,5.06,Multifamily Home,"{'Multifamily Home': 77288.0, 'Bank/Financial Institution': 4800.0, 'Other': 14400.0}",0,2408086.22,54,3943890.32,,,54,,,,
3014730025,"3341662;3341663",1704 St. John's Place,11233,Multifamily Housing,0,1993,87697,2,7,117.2,,,3.88,Multifamily Home,,0,2186154.46,100,3533600,,,100,,,,
1018470021,1075301,2075 Frederick Douglass Blvd,10026,Multifamily Housing,0,1988,55509,1,9,180.6,,,5.96,Multifamily Home,"{'Multifamily Home': 55509.0, 'Parking': 6000.0}",0,1459413.79,82,3785671.43,,,82,,,,
3012510001,3324522,243 Kingston Ave/1095 St Johns Place,11213,Multifamily Housing,0,1910,63602,1,6,153.9,,,5.9,Multifamily Home,,0,1113654.56,80,5349596.77,,,80,,,,
3034660020,3080412,24 Furman Ave.,11207,Multifamily Housing,0,1940,62417,1,6,137,,,5.5,Multifamily Home,,0,736705.36,53,4169708.82,,,53,,,,
2028770202,2008873,1473-75 Popham Ave./1471 Popham Ave,10453,Multifamily Housing,0,1927,73990,1,6,161.8,,,6.0,Multifamily Home,,0,336949.85,69,5873452.94,,,69,,,,
2028780169,2009011,1705 Andrews Ave,10453,Multifamily Housing,0,1928,89833,1,6,116.5,,,4.47,Multifamily Home,,0,1253266.77,66,5038100,,,66,,,,
3015880001,"3042921;3341748;3341749",300 Vernon Ave,11206,Multifamily Housing,0,1976,327054,3,4,156.1,,,4.06,Multifamily Home,"{'Multifamily Home': 317002.0, 'Other': 10052.0, 'Parking': 116300.0}",0,16606330.33,272,10360857.18,,,272,,,,
3021140001,3059262,67 Hanson Place,11217,Multifamily Housing,0,1929,79615,1,15,108,,,3.56,Multifamily Home,"{'Multifamily Home': 77185.0, 'Office': 2430.0}",0,1570261.94,104,4299363.24,,2.47,104,,,,
3023497501,3396768,175 Kent Avenue,11211,Multifamily Housing,0,2010,212843,1,7,87.5,,,3.04,,,,,,,,,,,,,
1006940039,1087591,500 West 23rd St.,10011,Multifamily Housing,0,2011,113395,1,13,108.5,,,3.69,,,,,,,,,,,,,
1013650009,3126958,420 E. 54th St.,10022,Multifamily Housing,0,1982,430983,1,37,134.2,,,6.42,Multifamily Home,"{'Multifamily Home': 412961.0, 'Other': 272.0, 'Parking': 36458.0}",0,11610188.1,,892683.87,,,323,,,,23086045.87
1010410029,3126933,305 W. 50th Street,10019,Multifamily Housing,0,2000,277973,1,25,152.5,,,5.72,Multifamily Home,"{'Multifamily Home': 257103.0, 'Retail': 8758.0, 'Other': 4300.0, 'Parking': 13748.0}",0,7525429.03,,12021971.22,,,293,,2375739.17,,
1008020036,3126782,777 Sixth Ave.,10001,Multifamily Housing,0,2002,279871,2,31,158.8,,,5.66,Multifamily Home,"{'Multifamily Home': 258125.0, 'Retail': 7500.0, 'Other': 4322.0}",0,7985694.42,,13562496.77,,,294,,,,0
1011710133,2806058,140 Riverside Blvd.,10069,Multifamily Housing,0,2003,370082,1,28,180.4,,,6.44,Multifamily Home,"{'Multifamily Home': 352724.0, 'Retail': 4322.0, 'Other': 10740.0, 'Parking': 8199.0}",0,12882470.14,,22294222.58,,,354,,,,
1009070025,2806051,240 E. 27th St.,10016,Multifamily Housing,0,1978,361886,1,26,132.8,,,5.62,Multifamily Home,"{'Multifamily Home': 341429.0, 'Retail': 6957.0, 'Parking': 30000.0}",0,9217369.53,,824271.43,,,324,,15886449.13,,
1011620046,2806033,228 W. 71st St.,10023,Multifamily Housing,0,1917,115384,1,14,144.6,,,7.53,Multifamily Home,"{'Multifamily Home': 106120.0, 'Medical Office': 800.0}",0,2549544.16,,1878451.61,,,176,,,,7576493.94
1012000011,2806009,41 W. 86th St.,10024,Multifamily Housing,0,1927,112293,1,16,116.9,,,6.07,Multifamily Home,"{'Multifamily Home': 104003.0, 'Other': 890.0}",0,1925328.94,,382109.09,,,166,,,6537577.38,
3002500030,3002105,180 Montague St,11201,Multifamily Housing,0,2000,209724,1,34,208.2,,,6.42,Multifamily Home,,0,7940699.83,249,5755500,,,192,,,,
1007340037,2806001,400 W. 37th St.,10018,Multifamily Housing,0,2003,221989,1,13,132.5,,,4.53,Multifamily Home,"{'Multifamily Home': 209574.0, 'Retail': 3200.0, 'Other': 180.0, 'Office': 2000.0, 'Parking': 21352.0}",0,7111647.97,,8425047.06,,2.3,259,,,,
1006020010,2805995,600 Washington St.,10014,Multifamily Housing,0,2004,109060,2,6,159.6,,,5.42,Multifamily Home,"{'Multifamily Home': 101063.0, 'Retail': 2694.0, 'Other': 5303.0}",0,3747743.44,,5137506.45,,,135,,,,
1015590033,2805963,420 E. 80th St.,10036,Multifamily Housing,0,1961,140438,1,13,138.8,,,7.4,Multifamily Home,"{'Multifamily Home': 137238.0, 'Parking': 8725.0}",0,2922755.75,,485063.26,,,155,,,,8648659.38
1012260029,1082743,730 Columbus Ave,10025,Multifamily Housing,0,1986,303277,1,16,114.9,,,5.04,Multifamily Home,,0,12792563.83,236,1523300,,,163,,,,
1010830029,1087122,505 W. 54th St.,10019,Multifamily Housing,0,2002,215823,1,12,180.4,,,5.96,,,,,,,,,,,,,
1013140021,1037175,245 E 45th St,10016,Multifamily Housing,0,1977,404293,1,36,119.9,,,5.87,,,0,,,,,,,,,,
1018517501,"1079308

Formerly named Key West",750 Columbus Ave,10025,Multifamily Housing,0,1987,385660,1,12,89.5,,,4.0,,,,,,,,,,,,,
1009440045,1081685,300 E 39th St,10016,Multifamily Housing,0,2002,287584,6,27,155.1,,,5.63,Multifamily Home,,0,8123252.07,330,8832600,,,254,,,,
1008290001,1088723,800 6th Ave,10001,Multifamily Housing,0,2003,303828,1,36,184.2,,,6.62,Multifamily Home,,0,8826560.8,304,17953600,,,266,,,,
1015460001,1049916,303 E 83rd St,10028,Multifamily Housing,0,1976,278650,1,31,158.8,,,8.24,Multifamily Home,,0,8612113.19,321,2223500,,,260,,,,
1011290059,2806006,50 W. 77th St.,10024,Multifamily Housing,0,1903,123409,1,12,161.5,,,8.31,Multifamily Home,"{'Multifamily Home': 98209.0, 'Other': 6000.0, 'Medical Office': 9100.0}",0,4200375.25,,1561321.3,,,137,,,,8195030.96
3001480001,2975384,111 Lawrence St.,11201,Multifamily Housing,0,2009,468351,1,51,151.1,,,5.28,Multifamily Home,"{'Multifamily Home': 461487.0, 'Other': 6864.0, 'Parking': 29981.0}",0,13901486.2,,29449884.53,,,,,,,
1013670026,1040463,20 Sutton Place South,10022,Multifamily Housing,0,1960,125800,1,20,157.2,,,8.52,Multifamily Home,,0,2890228.82,161,240467.74,,,89,,,,10657641.5
1009270001,1020543,301 East 21st St,10010,Multifamily Housing,0,1930,196017,1,17,103.7,,,5.21,Multifamily Home,,0,3808147.69,175,523025.66,,,203,,,,10142579.21
1008650024,1017125,35 East 35th St,10016,Multifamily Housing,0,1955,143182,1,13,58.4,,,3.7,Multifamily Home,"{'Multifamily Home': 116617.0, 'Medical Office': 16338.0}",0,714025.96,138,326482.35,,,121,,,,8543051.39
1014020001,1042467,655 Park Ave,10065,Multifamily Housing,0,1924,130000,1,11,192.2,,,8.09,Multifamily Home,"{'Multifamily Home': 125000.0, 'Medical Office': 5000.0}",0,2587315.71,100,129280,9395395.76,,50,,,,
1015140039,1047938,185 East 85th St,10028,Multifamily Housing,0,1967,474122,1,35,135,,,7.07,Multifamily Home,"{'Bank/Financial Institution': 16000.0, 'Medical Office': 4826.0, 'Other': 4052.0, 'Parking': 58878.0, 'Multifamily Home': 441987.0, 'Retail': 7257.0}",0,10684918.04,565,1718521.53,,,443,,,,30642778.72
1012167502,1077848,110 West 86th St,10024,Multifamily Housing,0,1929,93004,1,16.5,114.4,,,6.43,Multifamily Home,"{'Multifamily Home': 89731.0, 'Retail': 3273.0}",0,1608169.33,135,149006.06,,,78,,,,6086882.49
1014910016,1046434,31 East 79th St,10075,Multifamily Housing,0,1925,78196,1,14,107.5,,,4.57,Multifamily Home,"{'Multifamily Home': 74766.0, 'Other': 3430.0}",0,1353510.6,41,26909.68,3295771.93,,18,,,,
1013870036,1041463,760 Park Ave,10021,Multifamily Housing,0,1924,77066,1,14,140,,,4.87,Multifamily Home,"{'Multifamily Home': 68628.0, 'Medical Office': 3300.0}",0,2141885.27,48,3772369.31,,,12,,,,
1013470030,1039951,360 East 55th St,10022,Multifamily Housing,0,1928,174421,1,16,140.5,,,7.1,Multifamily Home,"{'Multifamily Home': 159116.0, 'Retail': 3225.0, 'Other': 1820.0}",0,4357964.45,150,196233.33,,,150,,,,10276787.4
1005617501,1009099,63 East 9th St,10003,Multifamily Housing,0,1955,265616,1,14,86.4,,,2.67,Multifamily Home,"{'Multifamily Home': 224309.0, 'Retail': 23600.0}",0,6703975.24,248,2069720.06,,,229,,,,13358380.22
1010460047,1025442,330 West 56th St,10019,Multifamily Housing,0,1974,193273,1,23,133.7,,,6.34,Multifamily Home,"{'Multifamily Home': 193273.0, 'Parking': 36700.0}",0,5263652.86,274,693309.09,,,274,,,10011889.98,
1015140066,1047946,108 East 86th St,10028,Multifamily Housing,0,1924,54940,1,14,115.6,,,5.89,Multifamily Home,"{'Multifamily Home': 54440.0, 'Other': 500.0}",0,1046277.69,69,477915,,,30,,,,2817493.3
1014040052,1042508,955 Lexington Ave,10065,Multifamily Housing,0,1924,59124,1,12,105.4,,,5.52,Multifamily Home,"{'Multifamily Home': 57907.0, 'Other': 1217.0}",0,962176.36,46,47720,,,29,,,,2653916.12
2024790001,2002954,85 McClellan St,10452,Multifamily Housing,0,1940,57500,1,6,137.6,,,7.8,Multifamily Home,"{'Multifamily Home': 55970.0, 'Other': 1530.0}",0,1017129.9,70,385740.46,,,51,,,,4845092.43
2032950033,2016875,2830 Briggs Ave,10458,Multifamily Housing,0,1955,51060,1,6,124.8,,,7.75,Multifamily Home,,0,716218.58,76,236839.4,,,58,,,,4434868.01
1008050003,1015137,345 7th Ave,10001,Office,62,1928,168421,1,25,206.9,,,8.5,Office,"{'Retail': 46400.0, 'Other': 2709.0, 'Office': 119312.0}",0,7818577.09,,6412.9,,2.3,,,,,4833505.08
2033070001,2017214,3000 Valentine Ave,10458,Multifamily Housing,0,1937,55800,1,6,156.9,,,9.71,Multifamily Home,,0,750445.97,63,295555.85,,,56,,,,4808987.98
1008260069,1015610,48 West 25th St,10010,Office,88,1920,120000,1,12,143.4,,,5.41,Office,"{'Retail': 8500.0, 'Office': 111500.0}",0,5358301.66,,4016.13,,2.3,,,,,3866415.47
