bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
2032730150,2086839,441 East Fordham Road,10458,K-12 School,67,1972,163812,1,3,132,21620544.9,,5.02,K-12 School,,0,5310709.76,,4856940,,,,,,0.54,
4002480015,4003439,45-20 33rd Street,11101,Other,0,1962,146300,1,2,345.2,51120567.4,,12.07,,,,,,,,,,,,,
2048210051,2062877,4040 Bronx Blvd,10466,Multifamily Housing,0,1929,59595,1,6,119.7,7101039.8,107.76,6.62,Multifamily Housing,,0,793260.11,192,,,,59,,3981110.8,,
2028320035,2007992,1460 Grand Concourse,10457,Multifamily Housing,0,1920,67860,1,6,102.4,6951318.2,21.94,5.4,Multifamily Housing,,0,946823.96,219,,,,58,,3314980.33,,
2037390001,2023802,1105 Elder Ave,10472,Multifamily Housing,0,1928,68640,1,5,117.8,8088955.3,,7.09,Multifamily Housing,,0,863987.46,212,,,,59,,,,4614059.97
2030610042,2011843,2018 Monterey Ave,10457,Multifamily Housing,0,1928,60799,1,5,126.4,7673763.7,84.9,7.45,Multifamily Housing,,0,724080.58,223,,,,70,,4777332.96,,
3059060018,"3337151;3337152;3337149;3337148;3337150;3337147",7200 Ridge Boulevard,11209,Multifamily Housing,0,1932,405951,6,9,100.1,39044845,79.14,4.37,Multifamily Housing,,0,2804503.09,123,25800394.59,,,82,,,,
3060990051,3154979,10 Marine Street,11209,Multifamily Housing,0,1954,132000,1,6,128,15828060.1,,3.37,Multifamily Housing,,0,5105856.69,191,,,,127,,,,0
3061220001,3155738,302 96th Street,11209,Multifamily Housing,0,1951,132931,1,6,119.5,14878047.1,,3.15,Multifamily Housing,,0,4190873.82,182,,,,121,,,,0
3060400001,3153313,8701 Shore Road,11209,Multifamily Housing,0,1932,245065,1,6,98.6,23166783.9,,3.96,Multifamily Housing,,0,372540.07,345,11057942,,,174,,,,
3058730084,3145771,415 Ovington Avenue,11209,Multifamily Housing,0,1925,63549,1,4,89.8,5345464.1,,2.36,Multifamily Housing,,0,892033.83,48,,,,32,,,4322428.12,
3061260041,3155853,351 Marine Street,11209,Multifamily Housing,0,1931,125962,1,6,108.9,12858261.9,,2.87,Multifamily Housing,"{'Multifamily Housing': 124112.0, 'Supermarket/Grocery': 600.0, 'Retail Store': 750.0}",0,3814445.81,156,,,,104,,,,
3059250053,3148115,7401 Shore Road,11209,Multifamily Housing,0,1955,108134,1,6,94.2,9549110,,2.48,Multifamily Housing,,0,2869070.14,110,,,,73,,,,0
3058890003,3146466,71-01 Colonial Road,11209,Multifamily Housing,0,1928,156636,1,6,80.2,12054264.3,,3.18,Multifamily Housing,,0,1527827.1,179,6211480.65,,,119,,,,
4033230001,4079402,115-25 Metropolitan Ave,11418,Multifamily Housing,0,1925,88272,1,6,52.2,4685990.2,,1.49,Multifamily Housing,,0,323543.74,,4711070.7,,,72,,,,
4081070024,4168843,43-25 Douglaston Parkway,11363,Multifamily Housing,0,1961,61578,1,6,147.5,8941651.5,43.64,5.69,Multifamily Housing,,0,,,,,,68,,,,
4023137501,4454475,58-12 Queens Blvd,11377,Multifamily Housing,0,1996,157450,1,8,124,19531019,,4.3,Multifamily Housing,"{'Multifamily Housing': 117450.0, 'Retail Store': 20000.0, 'Office': 20000.0}",0,1601872.04,134,6254625.21,,2.3,122,,,,
4081780008,4170057,241-20 Northern Blvd,11363,Multifamily Housing,0,1960,105336,1,6,60.3,6456142.9,38.21,1.77,Multifamily Housing,,0,,,,,,88,,,,
4005790055,4007116,2540 31st Ave,11103,Multifamily Housing,0,1939,100000,1,6,78.3,7825483.9,94.42,2.25,Multifamily Housing,,0,584046.61,180,346759.72,,,120,,,,
4004380026,4020255,21-16 44th Road,11103,K-12 School,30,1919,113000,1,4,160,18080108.8,,4.5,K-12 School,,0,,,,,,,,,,
3065080006,3170453,870 Ocean Parkway,11230,Multifamily Housing,0,1975,139710,1,13,127.9,18185221.5,62.12,5.36,Multifamily Housing,,0,2301216.58,51,9299570.53,,,182,,,,
1003930025,"1088356;1004887",636 E 11th Street,10009,Multifamily Housing,0,2008,121000,1,7,72.7,8766081.1,,2.04,Multifamily Housing,,0,2651014.82,34,,,,63,,,,
1007937508,"1087846;1014710;1014672",166 W 18th Street,10011,Multifamily Housing,0,1979,84344,1,14,163.8,13791668.6,,5.09,Multifamily Housing,"{'Multifamily Housing': 82044.0, 'Bank Branch': 1500.0, 'Office': 800.0}",0,3597517.26,57,1753900,,2.3,38,,,,
1010340022,1024965,311 West 43rd Street,10036,Office,80,1925,167111,1,14,186.4,31135247.9,,6.56,,,,,,,,,,,,,
1020347501,"1087990;1087991;1087992;1087993;1087994;1087995;1087996;1060557;1060556;1060557",231 West 148 Street,10039,Multifamily Housing,0,1920,162306,8,6,133,21591842.2,0.0,9.69,Multifamily Housing,,0,1833762.34,143,6419600,,,90,,0,,
4098840043,4211293,175-06 Devonshire Road,11432,Multifamily Housing,0,1939,104090,1,6,139,14502252.6,0.0,7.67,Multifamily Housing,,0,1982122.92,95,8100,,,82,,,,6682183.92
4050457501,4114294,41-40 Union Street,11355,Multifamily Housing,0,1974,265383,1,17,160.8,42912540.2,0.0,8.59,Multifamily Housing,,0,5857257.57,265,3943500,,,351,,,,21706918.79
4012790046,4029671,35-45 79th Street,11372,Multifamily Housing,0,1939,88938,1,6,114,9765995.2,0.0,4.69,Multifamily Housing,,0,1004820.35,81,6588600,,,78,,,,
4014460045,4035593,34-41 85 Street,11372,Multifamily Housing,0,1946,184916,1,6,88.8,16584052.7,0.0,4.79,Multifamily Housing,"{'Multifamily Housing': 184916.0, 'Parking': 14500.0}",0,2019921.06,170,756800,,,145,,0,,7232699.17
4014550030,4035803,94-11 34 Road,11372,Multifamily Housing,0,1959,84378,1,6,99.2,8474827,0.0,5.53,Multifamily Housing,,0,1005042.13,72,,,,81,,5130577.67,,
4097140018,4207777,141-05 Pershing Crescent,11435,Multifamily Housing,0,1959,106609,1,6,127.1,13106927.6,0.0,5.11,Multifamily Housing,,0,1547304.47,97,7309100,,,118,,,,
4012687501,4029201,34-44 82 St,11372,Multifamily Housing,0,1937,63616,1,6,129.1,7865491.8,0.0,5.46,Multifamily Housing,,0,675599.88,55,5114700,,,55,,,,
4011880055,4027128,60-11 Broadway,11377,Multifamily Housing,0,1962,149414,1,7,113.3,17076008.9,0.0,5.93,Multifamily Housing,"{'Multifamily Housing': 149414.0, 'Parking': 3900.0}",0,2352369.28,131,,,,126,,5096598.49,,
4031640012,4074920,67-30 Clyde Street,11375,Multifamily Housing,0,1953,125217,1,8,120.4,14976165,0.0,4.67,Multifamily Housing,"{'Multifamily Housing': 125217.0, 'Parking': 8250.0}",0,2347244.46,114,6239100,,,135,,,,
4030830061,4072134,63-84 Saunders Street,11374,Multifamily Housing,0,1952,153606,1,6,101.9,15657340.7,0.0,5.89,Multifamily Housing,"{'Multifamily Housing': 153606.0, 'Parking': 12000.0}",0,1791910.75,141,352800,,,121,,,1984023.08,3890583.33
4021127501,4050659,63-60 102nd St.,11237,Multifamily Housing,0,1949,114900,1,6,100.9,11801142.5,,3.96,Multifamily Housing,,0,0,139,8681100,,,139,,,,
4049810078,4112570,140-33 34 Ave,11354,Multifamily Housing,0,1960,128637,1,6,123.4,15889831.4,0.0,6.18,Multifamily Housing,"{'Multifamily Housing': 128637.0, 'Parking': 9900.0}",0,2379119.36,118,389500,,,108,,,6353134.42,
4012220009,4028068,65-15 38 Avenue,11377,Multifamily Housing,0,1958,148066,1,6,103.1,15350531.2,0.0,5.95,Multifamily Housing,"{'Multifamily Housing': 148066.0, 'Parking': 3600.0}",0,1896604.56,130,,,,145,,,,8396289.84
4098370044,4210437,87-15 165 Street,11432,Multifamily Housing,0,1958,64156,1,6,124,7654258.1,0.0,4.96,Multifamily Housing,,0,932970.46,55,3909100,,,86,,,,
4001590021,4001777,41-08 43rd Street,11104,Multifamily Housing,0,1936,60000,1,6,111.6,6583564.9,,4.44,Multifamily Housing,,0,912843.07,61,2715200,,,61,,,,
4032397501,4312083,107-40 Queens Blvd,11375,Multifamily Housing,0,1965,197336,1,18,163.5,30704295.9,0.0,7.41,Multifamily Housing,"{'Multifamily Housing': 190000.0, 'Retail Store': 7336.0}",0,2398131.02,144,8975800,,,144,,,0,
4051220029,4115400,134-54 Maple Avenue,11355,Multifamily Housing,0,1962,146747,1,6,104.2,15276929.8,0.0,5.66,Multifamily Housing,"{'Multifamily Housing': 124200.0, 'Retail Store': 22547.0}",0,1708146.15,124,1703500,,,108,,,,9967845.49
4051370055,4115902,138-10 Franklin Ave,11355,Multifamily Housing,0,1961,233437,1,15,139.3,32519608.9,0.0,8.02,Multifamily Housing,"{'Multifamily Housing': 233437.0, 'Parking': 7800.0}",0,2919307.2,226,1125700,,,194,,0,,16722720.61
4044147505,4533944,140-21 32nd Ave,11354,Multifamily Housing,0,2007,69187,1,6,88.9,6153669.4,0.0,3.28,,,,,,,,,,,,,
4002677501,4534900,44-27 Purves Street,11101,Multifamily Housing,0,2006,59450,1,14,91.1,5489366.4,,2.6,Multifamily Housing,"{'Multifamily Housing': 59450.0, 'Parking': 4250.0}",0,1593922.62,62,,,,92,,,,
4012790058,4029672,35-21 79 Street,11372,Multifamily Housing,0,1948,81667,1,6,146.7,11301816.1,0.0,6.34,Multifamily Housing,,0,938849.33,70,3621300,,,82,,,,
4001960032,4002642,47-20 42 Street,11104,Multifamily Housing,0,1938,64890,1,6,119.9,7841102.6,0.0,7.6,Multifamily Housing,,0,715032.37,65,,,,59,,,4565691.26,0
3053740021,"3126159;3811600",370 Ocean Parkway,11218,Multifamily Housing,0,1961,122823,1,12,192.6,22893159.5,0.0,7.74,Multifamily Housing,,0,2868690.18,112,10370700,,,133,,,0,
3007460039,"3324372;3324373;3324374",4520 4th Ave,11220,Multifamily Housing,0,2008,123113,3,8,165.7,19936837.7,,7.3,Multifamily Housing,"{'Multifamily Housing': 121113.0, 'Senior Care Community': 2000.0}",0,4694568.04,137,1530220.59,,,137,,,,
3031830037,3328092,78 Troutman Street,11206,Multifamily Housing,0,2001,74402,1,6,155.8,10878594.5,44.27,4.19,Multifamily Housing,,0,1215070.56,123,3921008,,,82,,,,
3031570101,3071941,63 Central Ave,11206,Multifamily Housing,0,2005,62202,1,6,110.4,6443658.8,,2.98,Multifamily Housing,,0,1012404.65,57,4103300,,,38,,,,
3031540001,"3387566;3816253",43 Central Ave,11206,Multifamily Housing,0,2002,85978,1,7,132,11135607.7,,5.03,Multifamily Housing,,0,1685337.78,90,4536234.39,,,60,,,,
3032940042,3319576,55 Goodwin Place,11221,Multifamily Housing,0,1991,78459,1,7,85,6509954.2,40.6,3.21,Multifamily Housing,,0,1012265.1,150,3274059.53,,,100,,,,
3034440016,3821736,22 Moffat Ave,11207,Multifamily Housing,0,2010,73676,1,6,129,9668160.8,,3.69,Multifamily Housing,,0,1006143.18,79,3384886,,,72,,,,
3033070004,"3346536;3806778;3806776",297 Wilson Avenue,11237,Multifamily Housing,0,1996,91300,1,8,90.5,8055100.5,47.89,3.45,Multifamily Housing,,0,1268436.15,144,3904764.53,,,96,,,,
3033330033,3251923,1349 Gates Ave,11221,Multifamily Housing,0,2004,59238,2,6,101.5,5940037.8,48.46,3.93,Multifamily Housing,,0,887854.77,93,3257464.82,,,62,,,,
3031450100,"3387594;3807896;3807894;3807892;3807890;3807889;3807887;3834591",10 Forrest St,11209,Multifamily Housing,0,2004,96756,1,7,116,11299421.5,,4.38,Multifamily Housing,,0,2013907.99,92,6324461.21,,,61,,,,
3031510012,"3071908;3843628",533 Bushwick Ave,11206,Multifamily Housing,0,2004,162484,1,6,86,13104372.8,55.61,2.29,Multifamily Housing,,0,1687518.19,141,5670971,,,94,,,,
3033320047,"3393762;3815921;3853659;3849063;3854735;3854736;3854737",1245 Gates Avenue,11221,Multifamily Housing,0,2008,72930,1,6,116.2,8153550.7,,4.69,Multifamily Housing,,0,969363.36,125,5382993.94,,,83,,,,
1012137504,"1081465;1084301;1084302",107 W 82 Street,10024,Multifamily Housing,0,1900,60553,3,5,80.4,4979306.5,,4.89,Multifamily Housing,"{'Multifamily Housing': 54363.0, 'Office': 6190.0}",0,1812213.92,89,,,2.3,59,,0,,
3002350020,3001790,127 Willow Street,11201,Multifamily Housing,0,1956,100558,1,10,105,10129962.3,46.43,4.21,Multifamily Housing,,0,1212831.94,168,5315931.02,,,112,,,,
3011700009,3029314,34 Plaza Street,11238,Multifamily Housing,0,1956,132000,1,12,116.3,14809860.1,,4.59,Multifamily Housing,"{'Multifamily Housing': 123904.0, 'Medical Office': 7000.0, 'Office': 1096.0}",0,1945778.2,167,7568427.42,,2.3,111,,,,
1007757501,1014211,207 W 25 street,10001,Other,0,1912,147600,1,12,186.9,27848822.3,31.74,7.09,Office,"{'Retail Store': 34200.0, 'Office': 63000.0}",0,5878908.35,,,,2.3,,,,,5522831
1007540068,1013539,350 West 31st Street,10001,Office,0,1924,64000,1,8,183.2,11971003.8,,7.78,,,,,,,,,,,,,
1021790156,1064345,186 Pinehurst Avenue,10033,Multifamily Housing,0,1920,65352,1,6,145.8,9591485.9,,8.21,Multifamily Housing,,0,478178.97,92,,,,65,,5083006.83,,
3050650030,3116228,140 Clarkson Ave,11226,Multifamily Housing,0,1931,76440,1,6,97.7,7243722.2,,4.03,Multifamily Housing,,0,807831.02,89,4248859.2,,,59,,,,
3051600001,3118770,1710 Cortelyou Road,11226,Multifamily Housing,0,1960,147088,1,6,133.6,19425571.4,,5.46,Multifamily Housing,"{'Multifamily Housing': 145238.0, 'Medical Office': 1850.0}",0,2326754.1,198,9598323.85,,,132,,,,
3078190046,"3217221;3820122",3857 Kings Highway,11234,Multifamily Housing,0,1950,84368,1,6,181.2,14874033.3,,7.08,Multifamily Housing,,0,2116563.13,126,7403472.87,,,84,,,,
3013330013,3035500,570 Lefferts Ave,11203,Multifamily Housing,0,1938,55123,1,6,119.6,6394974.3,59.2,5.0,Multifamily Housing,,0,677612.11,72,4153837,,,48,,,,
3075590011,3205936,777 East 31 Street,11210,Multifamily Housing,0,1961,121664,1,6,138.1,16368093.5,,5.78,Multifamily Housing,,0,1619087.59,188,9305642.88,,,125,,,,
3013330006,3035499,560 Lefferts Ave,11225,Multifamily Housing,0,1938,60707,1,6,118.7,6970568,57.18,4.91,Multifamily Housing,,0,739491.02,83,3623329.22,,,55,,,,
1016280037,"1087540;1813092;1813088;1802805",1810 3rd Avenue,10029,Multifamily Housing,0,1900,78200,0,0,194.2,14747700.3,55.64,7.13,,,,,,,,,,,,,
1016290020,"1085680;1804239;1804238;1804237",1595 Lexington Avenue,10029,Multifamily Housing,0,2007,60255,,,134.9,8161519.2,22.02,4.84,,,,,,,,,,,,,
2033190072,2017597,2914 Jerome Ave,10468,Multifamily Housing,0,1935,136941,2,6,93.9,12053690.8,,2.47,Multifamily Housing,,0,3171475.33,123,,,,82,,0,,0
2059040267,2085785,600 W 239 Street,10463,Multifamily Housing,0,1956,108549,1,6,122.9,12502833.1,72.17,3.24,Multifamily Housing,,0,3685633.73,140,,,,90,,,,0
2024460021,2002484,977 Grant Avenue,10456,Multifamily Housing,0,1926,56323,1,5,131.3,7519680.6,,3.75,Multifamily Housing,,0,936252.8,82,,,,56,,,,5591838.32
1015610001,1050385,401 East 81st Street,10028,Multifamily Housing,0,1964,213448,1,21,113.9,24357530.3,0.0,5.17,Multifamily Housing,"{'Multifamily Housing': 208328.0, 'Parking': 7000.0}",0,4367441.89,180,757600,,,199,,,13256454.06,
4050030006,BIN#  4113182,35-15 Parsons Boulevard,11354,Senior Care Facility,49,1950,95000,1,6,197.7,18764676.2,,7.6,Senior Care Community,,0,2778678.21,,8047700,,,,,,,20357.91
1016220073,1087437,1429 Fifth Avenue,10035,Multifamily Housing,0,2004,59049,1,6,149.8,8828732.9,,5.82,Multifamily Housing,,0,1373594.46,81,2876300,,,42,,,,
4040670015,,115-05 15th Ave.,11356,Other,0,1940,60000,1,1,183.7,10932099.3,1612.58,6.79,Non-Refrigerated Warehouse,"{'Office': 2000.0, 'Non-Refrigerated Warehouse': 29000.0}",0,1991494.15,,10675251.61,,3.5,,,,,
4051350017,BIN#4115777,136-42 maple Ave,11355,Multifamily Housing,0,1957,72303,1,6,85.2,6160140.4,32.78,5.42,Multifamily Housing,,0,210209.91,83,1611516.9,,,73,,,4484487.97,
4021660015,BIN#4051519,108-20 62 Dr,11375,Multifamily Housing,0,1956,55952,1,6,165.7,9349289.9,41.17,8.77,Multifamily Housing,,0,1223382.84,94,301904.66,,,64,,,4415961,
4001570013,4001751,41-15 44th Street,11104,Multifamily Housing,0,1940,72323,1,6,129.6,9533880.8,,3.71,Multifamily Housing,,0,2592466.23,150,,,,71,,,,
4092317502,4311351,119-40 Metroploitan Ave,11415,Multifamily Housing,0,1987,74448,1,3,82.2,5737047.9,,2.17,Multifamily Housing,,0,1447329.46,52,,,,36,,,,
4001597501,4001783,41-21 42nd Street,11104,Multifamily Housing,0,1936,60485,1,6,127.9,7251120.6,,3.37,Multifamily Housing,,0,1989097.02,81,,,,54,,,,
4001840037,4002386,41-42 42nd Street,11104,Multifamily Housing,0,1931,82130,1,6,85.5,6982416,,4.64,Multifamily Housing,,0,969640.82,141,,,,94,,,,2945759.35
4033560023,"4433895;4433896",125-16 83rd Drive,11415,Multifamily Housing,0,1960,86495,2,6,113,9294881.7,,5.03,Multifamily Housing,,0,493623.93,150,5489785.39,,,100,,,,
4001617501,"4001919;4435590",43-42 45th St,11104,Multifamily Housing,0,1935,89727,2,6,89,8157261.4,,4.67,Multifamily Housing,,0,1249157.66,134,,,,89,,,,2784243.3
4052817501,4119429,161-15 Crocheron Ave,11358,Multifamily Housing,0,1929,63857,1,6,132.7,8474270,,7.56,Multifamily Housing,,0,1492969.71,105,,,,70,,,,0
4001590001,4001773,42-15 43rd Avenue,11104,Multifamily Housing,0,1938,163845,1,6,123.1,20348301.1,,7.07,Multifamily Housing,,0,6141494.09,231,,,,154,,,,0
4050460010,4114652,142-20 41 Ave,11355,Multifamily Housing,0,1958,72514,1,6,97.4,7120349.9,,5.45,Multifamily Housing,,0,2364624.02,92,,,,61,,,,0
4050267501,4113880,147-37 Roosevelt Ave,11354,Multifamily Housing,0,1956,59312,1,6,109.1,6579720.5,,3.12,Multifamily Housing,,0,1969976.2,80,,,,49,,,,
4031680036,4075087,98-50 67th St,11374,Multifamily Housing,0,1939,90169,1,6,99.1,8769241.7,,3.99,Multifamily Housing,,0,1134855.53,128,4366409.39,,,85,,,,
4001840001,4002378,41-41 41st Street,11104,Multifamily Housing,0,1936,82130,1,6,93.9,7679324.1,,5.08,Multifamily Housing,,0,3293627.31,141,,,,94,,,,0
4001700001,"4002027;4002057",47-37 45 St,11377,Multifamily Housing,0,1964,82526,1,7,144,11131611.3,,3.79,Multifamily Housing,,0,1159000.51,137,4801310,,,91,,,,
4014530034,4035782,92-11 35th St,11372,Multifamily Housing,0,1940,108240,1,6,112,11743926.5,,4.58,Multifamily Housing,,0,1310987.78,143,5754790.23,,,95,,,,
3062537501,3161689,10 Avenue P,11204,Multifamily Housing,0,1939,71280,1,6,135.9,9457043.7,,5.48,Multifamily Housing,,0,1213197.5,99,4494552.09,,,66,,,,
4012750061,4029569,35-15 75th St,11372,Multifamily Housing,0,1939,66000,1,6,90.7,5786157,,3.64,Multifamily Housing,,0,731002.4,89,3170438.33,,,59,,,,
4012667501,4029148,79-15 35th St,11372,Multifamily Housing,0,1939,56096,1,6,79.4,4365603.4,,3.28,Multifamily Housing,,0,495702.59,63,2250235.2,,,42,,,,
4050490001,4114706,143-07 Samford Ave,11355,Multifamily Housing,0,1940,84926,1,6,125.7,10607652.4,,7.53,Multifamily Housing,,0,1121787.64,116,,,,77,,,,5997948.64
1002777501,1077812,60 Henry Street,10002,Multifamily Housing,0,1989,84032,1,15,192.9,15184834.3,,5.08,Multifamily Housing,,0,4475595.87,60,,,,96,,,,
2057050036,"2083166 
",225-227 Naples Avenue,10463,Multifamily Housing,0,1900,53482,1,5,114.7,6134429.1,,6.95,Multifamily Housing,,0,481028.61,82,181847,,,65,,2840769.77,,
2024650025,2002852,1240 Walton Avenue,10452,Multifamily Housing,0,1900,171044,1,6,120.5,20765817.1,,6.78,Multifamily Housing,"{'Multifamily Housing': 168674.0, 'Medical Office': 2360.0}",0,2413391.36,211,4154597,,,163,,,,4741545.38
2037380033,2023773,1184 Evergreen Avenue,10472,Multifamily Housing,0,1900,52764,1,6,113.8,6006492.3,,6.06,Multifamily Housing,,0,752375.92,67,294145,,,51,,,,1345810.4
2037940034,2025917,1988 Newbold Avenue,10472,Multifamily Housing,0,1900,66342,1,6,91.5,6147155.3,,5.14,Multifamily Housing,"{'Multifamily Housing': 64847.0, 'Retail Store': 1485.0}",0,835914.55,64,301843,,,58,,,,2370078.13
2032160048, 2014696,2015 University Avenue,10453,Multifamily Housing,0,1900,78000,1,5,104.8,8171140.8,,5.77,Multifamily Housing,,0,1067894.89,124,525210,,,65,,,,3957605.76
2032000001,2014355,2460 Davidson Avenue,10468,Multifamily Housing,0,1900,68580,1,5,146.3,9999237,,8.07,Multifamily Housing,"{'Multifamily Housing': 62048.0, 'Supermarket/Grocery': 575.0, 'Retail Store': 3330.0}",0,1038081.31,98,1208888,,,73,,,,2906140.76
2024510005,2002625,1056 Sherman Avenue,10456,Multifamily Housing,0,1900,62976,1,6,187.8,11488294.1,,7.74,Multifamily Housing,,0,1229623.76,119,6126200,,,71,,,,
1021370065,"1063361    	",38 Fort Washington Avenue,10032,Multifamily Housing,0,1900,53202,1,6,280.4,14987046.7,,18.81,,,,,,,,,,,,,
1021310044, 1063170,500 West 175th Street,10033,Multifamily Housing,0,1900,64848,1,6,184.3,12033018.2,,11.47,Multifamily Housing,,0,1118345.99,145,519984,,,62,,,,4097268.49
1021360083,1063321,35 Ft. Washington Avenue,10032,Multifamily Housing,0,1900,52428,1,6,84.3,4475975.2,,4.33,Multifamily Housing,,0,729764.19,99,226011,,,47,,,,3976616.45
2024810028,"2002967    	",1265 Walton Avenue,10452,Multifamily Housing,0,1900,71850,1,5,135.4,9851646.8,,8.03,Multifamily Housing,,0,1040557.78,95,436970,,,77,,,,3583131.02
2033280097,2017808,50 East 212th Street,10467,Multifamily Housing,0,1900,52000,1,6,102.7,5342368.7,,5.8,Multifamily Housing,,0,703216.41,65,248770,,,42,,,,3384303.12
1021700256,1064074,382-384 Wadsworth Avenue,10040,Multifamily Housing,0,1900,50094,1,6,116,5877741.9,,5.74,Multifamily Housing,,0,928556.42,90,270497,,,41,,,,4743441.96
2028670060,2008505,1700 Harrison Avenue,10453,Multifamily Housing,0,1900,87156,1,6,154.7,13092308.3,,6.19,Multifamily Housing,,0,1565514.41,172,6794437,,,87,,,,
2028670070,2008506,1730 Harrison Avenue,10453,Multifamily Housing,0,1900,85136,1,5,140.6,11686523.1,,5.7,Multifamily Housing,"{'Multifamily Housing': 81826.0, 'Worship Facility': 2900.0}",0,1441063.08,136,7180733,,,85,,,,
2028440033,2008111,1455 Townsend Avenue,10452,Multifamily Housing,0,1900,56842,1,6,131.2,7532517.7,,7.83,Multifamily Housing,,0,842267.11,74,375971,,,59,,,,2982833.2
1008607501, 1087118,45 East 30th Street,10016,Multifamily Housing,0,1900,76440,1,19,175.7,13162770.6,,5.68,Multifamily Housing,,0,1971053.13,83,2238317,,,40,,,,
4097580001,4208858,89-25 Parsons Blvd.,11432,Public Assembly,0,1928,103900,1,9,203.4,21410274.6,,8.16,,,,,,,,,,,,,
2027860030,2007304,1405 College Avenue,10456,Multifamily Housing,0,1900,75114,2,6,120.8,9176360.2,,6.85,Multifamily Housing,"{'Multifamily Housing': 72152.0, 'Retail Store': 2952.0}",0,1073734.56,106,620637,,,79,,,,4536819.67
2033290064,2017846,25 East 213th Street,10467,Multifamily Housing,0,1900,60300,1,6,87.3,5265800.1,,5.14,Multifamily Housing,,0,471565.8,43,211715,,,32,,2280113.43,,
2029750037,2113777,1211 Southern Boulevard,10459,Multifamily Housing,0,1900,167409,1,8,118.2,19346970.3,,4.4,Multifamily Housing,"{'Multifamily Housing': 158399.0, 'Medical Office': 9000.0}",0,3142982.43,196,6794289,,,138,,,,
1020710036,1061738,1616 Amsterdam Avenue,10031,Multifamily Housing,0,1900,58810,1,7,93.7,5511080.5,,4.78,Multifamily Housing,,0,885247.84,115,231388,,,52,,,,5940317.8
2026230180,2004426,620 Trinity Avenue,10455,Multifamily Housing,0,1900,76620,1,6,151.2,11676904.3,,8.33,Multifamily Housing,,0,1543550.38,105,682952,,,105,,,,5663305.05
2028300001,2007963,1296 Sheridan Avenue,10456,Multifamily Housing,0,1900,55400,1,5,247.5,13705914.4,,12.34,Multifamily Housing,"{'Multifamily Housing': 50200.0, 'Retail Store': 5190.0}",0,1773243.87,80,3163387,,,67,,,,4114093.7
1020610060,1061414,460 West 147th Street,10031,Multifamily Housing,0,1900,52070,1,6,146.1,7671647.1,,8.29,Multifamily Housing,,0,868383.65,106,406765,,,54,,,,3156406.81
4050100038,4113292,138-46 Northern Blvd,11354,Public Assembly,0,1926,99011,1,6,282.9,28006727.3,,14.46,,,,,,,,,,,,,
1011160024,1027468,5 West 63rd Street,10023,Other,0,1930,257539,1,13,276.8,69571521.8,,12.68,Hotel,"{'Hotel': 75583.0, 'Office': 54297.0}",0,9879790.61,,93900,24597594,2.76,,,,,
3010057502,3022136,357 Ninth Street,11215,Residence Hall/Dormitory,0,1926,80000,1,7,345.3,27626818.1,,12.27,,,,,,,,,,,,,
1013200034,1037605,224 East 47th Street,10017,Public Assembly,0,1931,156832,1,10,330.7,52569248.6,,13.26,Hotel,"{'K-12 School': 4828.0, 'Hotel': 64320.0, 'Office': 284.0}",0,6169701.23,,289500,12086721.53,56.34,,,,,
4002440024,4537914,32-23 Queens Boulevard,11101,Public Assembly,0,1999,53150,1,2,329.2,17752774.5,,11.27,Parking,"{'K-12 School': 2257.0, 'Office': 2066.0, 'Parking': 16000.0}",0,3549674.2,,3105700,,14.52,,,,,
1019190053,1058250,180 W. 135th Street,10030,Hotel,0,1918,70499,1,11,312.9,22062628,,14.24,,,,,,,,,,,,,
4051450068,4116413,137-77 45th Ave,11355,Multifamily Housing,0,1973,73765,1,6,215.4,15319761.7,,5.84,Multifamily Housing,,0,4441572.6,135,,,,90,,,,
1017950035,1076488,342 E 119th Street,10035,Multifamily Housing,0,2004,65352,1,8,110.6,7161109.6,,4.25,Multifamily Housing,,0,1120524.31,62,3015699,,,41,,,,
2024530081,2115820,1259 grant Ave,10451,Multifamily Housing,0,2008,102927,1,10,95.2,9426052.1,,3.62,Multifamily Housing,,0,1481537.69,122,4584631,,,81,,,,
2024530068,2115508,1275 Grant Ave,10451,Multifamily Housing,0,2008,102927,1,10,89.2,9215968.4,,3.58,Multifamily Housing,,0,1428235.19,122,4437738,,,81,,,,
1017960020,1087273,333 E 119th Street,10035,Multifamily Housing,0,2005,107918,1,8,99.9,10755006.3,,3.87,Multifamily Housing,,0,1742551.25,105,4900556,,,70,,,,
2027630080,2006499,1274 Lafayette Ave,10474,Multifamily Housing,0,1913,57697,1,6,142.5,8057272.6,,5.9,,,,,,,,,,,,,
2027650079,2006596,665 Cassanova St,10474,Multifamily Housing,0,1920,77440,1,5,138,10327363.5,,5.92,,,,,,,,,,,,,
2027620001,2006421,1291 Lafayette Ave,10474,Multifamily Housing,0,1989,70032,1,7,152.9,10434125.8,,5.69,,,,,,,,,,,,,
